feature,grid_value,species,mean_count
DissolvedO2,4.9328,Gray Snapper (Sub-adult),0.047708
DissolvedO2,4.9328,Gag Grouper (Sub-adult),0.012182
DissolvedO2,4.9328,Red Drum (Recruit),0.020678
DissolvedO2,4.9328,Red Drum (Sub-adult),0.18475
DissolvedO2,5.1823,Sheepshead (Adult),0.157465
DissolvedO2,5.1823,Sheepshead (Recruit),0.01604
DissolvedO2,5.1823,Blue Crab (Recruit),0.270519
DissolvedO2,5.1823,Common Snook (Adult),0.358928
DissolvedO2,5.1823,Common Snook (Sub-adult),0.006544
DissolvedO2,5.1823,Spotted Seatrout (Adult),0.064191
DissolvedO2,5.1823,Spotted Seatrout (Recruit),0.264914
DissolvedO2,5.1823,Gray Snapper (Recruit),0.027374
DissolvedO2,5.1823,Gray Snapper (Sub-adult),0.048643
DissolvedO2,5.1823,Gag Grouper (Sub-adult),0.012273
DissolvedO2,5.1823,Red Drum (Recruit),0.020739
DissolvedO2,5.1823,Red Drum (Sub-adult),0.184645
DissolvedO2,5.4318,Sheepshead (Adult),0.159241
DissolvedO2,5.4318,Sheepshead (Recruit),0.016051
DissolvedO2,5.4318,Blue Crab (Recruit),0.268848
DissolvedO2,5.4318,Common Snook (Adult),0.359337
DissolvedO2,5.4318,Common Snook (Sub-adult),0.006559
DissolvedO2,5.4318,Spotted Seatrout (Adult),0.064996
DissolvedO2,5.4318,Spotted Seatrout (Recruit),0.265536
DissolvedO2,5.4318,Gray Snapper (Recruit),0.027618
DissolvedO2,5.4318,Gray Snapper (Sub-adult),0.049613
DissolvedO2,5.4318,Gag Grouper (Sub-adult),0.012362
DissolvedO2,5.4318,Red Drum (Recruit),0.020793
DissolvedO2,5.4318,Red Drum (Sub-adult),0.184617
DissolvedO2,5.6813,Sheepshead (Adult),0.161028
DissolvedO2,5.6813,Sheepshead (Recruit),0.016051
DissolvedO2,5.6813,Blue Crab (Recruit),0.267217
DissolvedO2,5.6813,Common Snook (Adult),0.359697
DissolvedO2,5.6813,Common Snook (Sub-adult),0.006591
DissolvedO2,5.6813,Spotted Seatrout (Adult),0.065806
DissolvedO2,5.6813,Spotted Seatrout (Recruit),0.266171
DissolvedO2,5.6813,Gray Snapper (Recruit),0.027872
DissolvedO2,5.6813,Gray Snapper (Sub-adult),0.050624
DissolvedO2,5.6813,Gag Grouper (Sub-adult),0.012448
DissolvedO2,5.6813,Red Drum (Recruit),0.020849
DissolvedO2,5.6813,Red Drum (Sub-adult),0.184693
DissolvedO2,5.9308,Sheepshead (Adult),0.162865
DissolvedO2,5.9308,Sheepshead (Recruit),0.016069
DissolvedO2,5.9308,Blue Crab (Recruit),0.265587
DissolvedO2,5.9308,Common Snook (Adult),0.360021
DissolvedO2,5.9308,Common Snook (Sub-adult),0.006619
DissolvedO2,5.9308,Spotted Seatrout (Adult),0.066621
DissolvedO2,5.9308,Spotted Seatrout (Recruit),0.266813
DissolvedO2,5.9308,Gray Snapper (Recruit),0.028161
DissolvedO2,5.9308,Gray Snapper (Sub-adult),0.051676
DissolvedO2,5.9308,Gag Grouper (Sub-adult),0.012541
DissolvedO2,5.9308,Red Drum (Recruit),0.020905
DissolvedO2,5.9308,Red Drum (Sub-adult),0.184861
DissolvedO2,6.1803,Sheepshead (Adult),0.164712
DissolvedO2,6.1803,Sheepshead (Recruit),0.01609
DissolvedO2,6.1803,Blue Crab (Recruit),0.263899
DissolvedO2,6.1803,Common Snook (Adult),0.360418
DissolvedO2,6.1803,Common Snook (Sub-adult),0.006652
DissolvedO2,6.1803,Spotted Seatrout (Adult),0.067413
DissolvedO2,6.1803,Spotted Seatrout (Recruit),0.267561
DissolvedO2,6.1803,Gray Snapper (Recruit),0.028491
DissolvedO2,6.1803,Gray Snapper (Sub-adult),0.052753
DissolvedO2,6.1803,Gag Grouper (Sub-adult),0.012639
DissolvedO2,6.1803,Red Drum (Recruit),0.02095
DissolvedO2,6.1803,Red Drum (Sub-adult),0.185065
DissolvedO2,6.4298,Sheepshead (Adult),0.166592
DissolvedO2,6.4298,Sheepshead (Recruit),0.016108
DissolvedO2,6.4298,Blue Crab (Recruit),0.262283
DissolvedO2,6.4298,Common Snook (Adult),0.360779
DissolvedO2,6.4298,Common Snook (Sub-adult),0.00668
DissolvedO2,6.4298,Spotted Seatrout (Adult),0.068256
DissolvedO2,6.4298,Spotted Seatrout (Recruit),0.268284
DissolvedO2,6.4298,Gray Snapper (Recruit),0.028846
DissolvedO2,6.4298,Gray Snapper (Sub-adult),0.053882
DissolvedO2,6.4298,Gag Grouper (Sub-adult),0.012725
DissolvedO2,6.4298,Red Drum (Recruit),0.020997
DissolvedO2,6.4298,Red Drum (Sub-adult),0.185363
DissolvedO2,6.6793,Sheepshead (Adult),0.168549
DissolvedO2,6.6793,Sheepshead (Recruit),0.016134
DissolvedO2,6.6793,Blue Crab (Recruit),0.260528
DissolvedO2,6.6793,Common Snook (Adult),0.361284
DissolvedO2,6.6793,Common Snook (Sub-adult),0.006702
DissolvedO2,6.6793,Spotted Seatrout (Adult),0.069099
DissolvedO2,6.6793,Spotted Seatrout (Recruit),0.269064
DissolvedO2,6.6793,Gray Snapper (Recruit),0.029227
DissolvedO2,6.6793,Gray Snapper (Sub-adult),0.055046
DissolvedO2,6.6793,Gag Grouper (Sub-adult),0.012811
DissolvedO2,6.6793,Red Drum (Recruit),0.021005
DissolvedO2,6.6793,Red Drum (Sub-adult),0.185687
DissolvedO2,6.9288,Sheepshead (Adult),0.170554
DissolvedO2,6.9288,Sheepshead (Recruit),0.01616
DissolvedO2,6.9288,Blue Crab (Recruit),0.258763
DissolvedO2,6.9288,Common Snook (Adult),0.361776
DissolvedO2,6.9288,Common Snook (Sub-adult),0.006734
DissolvedO2,6.9288,Spotted Seatrout (Adult),0.069922
DissolvedO2,6.9288,Spotted Seatrout (Recruit),0.269848
DissolvedO2,6.9288,Gray Snapper (Recruit),0.029636
DissolvedO2,6.9288,Gray Snapper (Sub-adult),0.056272
DissolvedO2,6.9288,Gag Grouper (Sub-adult),0.012901
DissolvedO2,6.9288,Red Drum (Recruit),0.020991
DissolvedO2,6.9288,Red Drum (Sub-adult),0.186048
DissolvedO2,7.1783,Sheepshead (Adult),0.172688
DissolvedO2,7.1783,Sheepshead (Recruit),0.016191
DissolvedO2,7.1783,Blue Crab (Recruit),0.256974
DissolvedO2,7.1783,Common Snook (Adult),0.362322
DissolvedO2,7.1783,Common Snook (Sub-adult),0.006754
DissolvedO2,7.1783,Spotted Seatrout (Adult),0.070786
DissolvedO2,7.1783,Spotted Seatrout (Recruit),0.27074
DissolvedO2,7.1783,Gray Snapper (Recruit),0.030056
DissolvedO2,7.1783,Gray Snapper (Sub-adult),0.057521
DissolvedO2,7.1783,Gag Grouper (Sub-adult),0.012988
DissolvedO2,7.1783,Red Drum (Recruit),0.020965
DissolvedO2,7.1783,Red Drum (Sub-adult),0.186471
DissolvedO2,7.4278,Sheepshead (Adult),0.174849
DissolvedO2,7.4278,Sheepshead (Recruit),0.016221
DissolvedO2,7.4278,Blue Crab (Recruit),0.255112
DissolvedO2,7.4278,Common Snook (Adult),0.362916
DissolvedO2,7.4278,Common Snook (Sub-adult),0.006779
DissolvedO2,7.4278,Spotted Seatrout (Adult),0.071682
DissolvedO2,7.4278,Spotted Seatrout (Recruit),0.271604
DissolvedO2,7.4278,Gray Snapper (Recruit),0.030497
DissolvedO2,7.4278,Gray Snapper (Sub-adult),0.058812
DissolvedO2,7.4278,Gag Grouper (Sub-adult),0.013082
DissolvedO2,7.4278,Red Drum (Recruit),0.020939
DissolvedO2,7.4278,Red Drum (Sub-adult),0.186931
DissolvedO2,7.6772,Sheepshead (Adult),0.177095
DissolvedO2,7.6772,Sheepshead (Recruit),0.016258
DissolvedO2,7.6772,Blue Crab (Recruit),0.253261
DissolvedO2,7.6772,Common Snook (Adult),0.363578
DissolvedO2,7.6772,Common Snook (Sub-adult),0.006788
DissolvedO2,7.6772,Spotted Seatrout (Adult),0.072536
DissolvedO2,7.6772,Spotted Seatrout (Recruit),0.272486
DissolvedO2,7.6772,Gray Snapper (Recruit),0.030961
DissolvedO2,7.6772,Gray Snapper (Sub-adult),0.060154
DissolvedO2,7.6772,Gag Grouper (Sub-adult),0.013176
DissolvedO2,7.6772,Red Drum (Recruit),0.020899
DissolvedO2,7.6772,Red Drum (Sub-adult),0.187409
DissolvedO2,7.9267,Sheepshead (Adult),0.179396
DissolvedO2,7.9267,Sheepshead (Recruit),0.016283
DissolvedO2,7.9267,Blue Crab (Recruit),0.251404
DissolvedO2,7.9267,Common Snook (Adult),0.364284
DissolvedO2,7.9267,Common Snook (Sub-adult),0.00679
DissolvedO2,7.9267,Spotted Seatrout (Adult),0.073383
DissolvedO2,7.9267,Spotted Seatrout (Recruit),0.273416
DissolvedO2,7.9267,Gray Snapper (Recruit),0.031445
DissolvedO2,7.9267,Gray Snapper (Sub-adult),0.061543
DissolvedO2,7.9267,Gag Grouper (Sub-adult),0.01327
DissolvedO2,7.9267,Red Drum (Recruit),0.020845
DissolvedO2,7.9267,Red Drum (Sub-adult),0.1879
DissolvedO2,8.1762,Sheepshead (Adult),0.181698
DissolvedO2,8.1762,Sheepshead (Recruit),0.016302
DissolvedO2,8.1762,Blue Crab (Recruit),0.249539
DissolvedO2,8.1762,Common Snook (Adult),0.365115
DissolvedO2,8.1762,Common Snook (Sub-adult),0.006791
DissolvedO2,8.1762,Spotted Seatrout (Adult),0.074176
DissolvedO2,8.1762,Spotted Seatrout (Recruit),0.2743
DissolvedO2,8.1762,Gray Snapper (Recruit),0.031943
DissolvedO2,8.1762,Gray Snapper (Sub-adult),0.062984
DissolvedO2,8.1762,Gag Grouper (Sub-adult),0.013375
DissolvedO2,8.1762,Red Drum (Recruit),0.020801
DissolvedO2,8.1762,Red Drum (Sub-adult),0.188325
DissolvedO2,8.4257,Sheepshead (Adult),0.184077
DissolvedO2,8.4257,Sheepshead (Recruit),0.016324
DissolvedO2,8.4257,Blue Crab (Recruit),0.247654
DissolvedO2,8.4257,Common Snook (Adult),0.365967
DissolvedO2,8.4257,Common Snook (Sub-adult),0.006793
DissolvedO2,8.4257,Spotted Seatrout (Adult),0.074953
DissolvedO2,8.4257,Spotted Seatrout (Recruit),0.275303
DissolvedO2,8.4257,Gray Snapper (Recruit),0.032466
DissolvedO2,8.4257,Gray Snapper (Sub-adult),0.064455
DissolvedO2,8.4257,Gag Grouper (Sub-adult),0.013476
DissolvedO2,8.4257,Red Drum (Recruit),0.020753
DissolvedO2,8.4257,Red Drum (Sub-adult),0.188751
DissolvedO2,8.6752,Sheepshead (Adult),0.186445
DissolvedO2,8.6752,Sheepshead (Recruit),0.016353
DissolvedO2,8.6752,Blue Crab (Recruit),0.245757
DissolvedO2,8.6752,Common Snook (Adult),0.366759
DissolvedO2,8.6752,Common Snook (Sub-adult),0.006789
DissolvedO2,8.6752,Spotted Seatrout (Adult),0.075755
DissolvedO2,8.6752,Spotted Seatrout (Recruit),0.276261
DissolvedO2,8.6752,Gray Snapper (Recruit),0.033005
DissolvedO2,8.6752,Gray Snapper (Sub-adult),0.065931
DissolvedO2,8.6752,Gag Grouper (Sub-adult),0.013575
DissolvedO2,8.6752,Red Drum (Recruit),0.020705
DissolvedO2,8.6752,Red Drum (Sub-adult),0.189089
DissolvedO2,8.9247,Sheepshead (Adult),0.188878
DissolvedO2,8.9247,Sheepshead (Recruit),0.016374
DissolvedO2,8.9247,Blue Crab (Recruit),0.243924
DissolvedO2,8.9247,Common Snook (Adult),0.367551
DissolvedO2,8.9247,Common Snook (Sub-adult),0.006788
DissolvedO2,8.9247,Spotted Seatrout (Adult),0.076512
DissolvedO2,8.9247,Spotted Seatrout (Recruit),0.277293
DissolvedO2,8.9247,Gray Snapper (Recruit),0.033564
DissolvedO2,8.9247,Gray Snapper (Sub-adult),0.067498
DissolvedO2,8.9247,Gag Grouper (Sub-adult),0.01368
DissolvedO2,8.9247,Red Drum (Recruit),0.02065
DissolvedO2,8.9247,Red Drum (Sub-adult),0.189433
DissolvedO2,9.1742,Sheepshead (Adult),0.191373
DissolvedO2,9.1742,Sheepshead (Recruit),0.016391
DissolvedO2,9.1742,Blue Crab (Recruit),0.242102
DissolvedO2,9.1742,Common Snook (Adult),0.3683
DissolvedO2,9.1742,Common Snook (Sub-adult),0.006789
DissolvedO2,9.1742,Spotted Seatrout (Adult),0.077281
DissolvedO2,9.1742,Spotted Seatrout (Recruit),0.278379
DissolvedO2,9.1742,Gray Snapper (Recruit),0.034145
DissolvedO2,9.1742,Gray Snapper (Sub-adult),0.069073
DissolvedO2,9.1742,Gag Grouper (Sub-adult),0.013788
DissolvedO2,9.1742,Red Drum (Recruit),0.020586
DissolvedO2,9.1742,Red Drum (Sub-adult),0.189719
DissolvedO2,9.4237,Sheepshead (Adult),0.193842
DissolvedO2,9.4237,Sheepshead (Recruit),0.016409
DissolvedO2,9.4237,Blue Crab (Recruit),0.24023
DissolvedO2,9.4237,Common Snook (Adult),0.369025
DissolvedO2,9.4237,Common Snook (Sub-adult),0.006785
DissolvedO2,9.4237,Spotted Seatrout (Adult),0.078008
DissolvedO2,9.4237,Spotted Seatrout (Recruit),0.279521
DissolvedO2,9.4237,Gray Snapper (Recruit),0.034728
DissolvedO2,9.4237,Gray Snapper (Sub-adult),0.070619
DissolvedO2,9.4237,Gag Grouper (Sub-adult),0.013887
DissolvedO2,9.4237,Red Drum (Recruit),0.020512
DissolvedO2,9.4237,Red Drum (Sub-adult),0.189995
StartDepth,0.5704,Sheepshead (Adult),0.166164
StartDepth,0.5704,Sheepshead (Recruit),0.016508
StartDepth,0.5704,Blue Crab (Recruit),0.251335
StartDepth,0.5704,Common Snook (Adult),0.366253
StartDepth,0.5704,Common Snook (Sub-adult),0.006383
StartDepth,0.5704,Spotted Seatrout (Adult),0.060007
StartDepth,0.5704,Spotted Seatrout (Recruit),0.257456
StartDepth,0.5704,Gray Snapper (Recruit),0.028429
StartDepth,0.5704,Gray Snapper (Sub-adult),0.045769
StartDepth,0.5704,Gag Grouper (Sub-adult),0.009849
StartDepth,0.5704,Red Drum (Recruit),0.020472
StartDepth,0.5704,Red Drum (Sub-adult),0.196268
StartDepth,0.6025,Sheepshead (Adult),0.167029
StartDepth,0.6025,Sheepshead (Recruit),0.016479
StartDepth,0.6025,Blue Crab (Recruit),0.251689
StartDepth,0.6025,Common Snook (Adult),0.366184
StartDepth,0.6025,Common Snook (Sub-adult),0.006428
StartDepth,0.6025,Spotted Seatrout (Adult),0.061032
StartDepth,0.6025,Spotted Seatrout (Recruit),0.25853
StartDepth,0.6025,Gray Snapper (Recruit),0.028504
StartDepth,0.6025,Gray Snapper (Sub-adult),0.04643
StartDepth,0.6025,Gag Grouper (Sub-adult),0.010048
StartDepth,0.6025,Red Drum (Recruit),0.020593
StartDepth,0.6025,Red Drum (Sub-adult),0.195722
StartDepth,0.6346,Sheepshead (Adult),0.167838
StartDepth,0.6346,Sheepshead (Recruit),0.016446
StartDepth,0.6346,Blue Crab (Recruit),0.252014
StartDepth,0.6346,Common Snook (Adult),0.365977
StartDepth,0.6346,Common Snook (Sub-adult),0.006472
StartDepth,0.6346,Spotted Seatrout (Adult),0.062074
StartDepth,0.6346,Spotted Seatrout (Recruit),0.25956
StartDepth,0.6346,Gray Snapper (Recruit),0.02857
StartDepth,0.6346,Gray Snapper (Sub-adult),0.0471
StartDepth,0.6346,Gag Grouper (Sub-adult),0.010255
StartDepth,0.6346,Red Drum (Recruit),0.020709
StartDepth,0.6346,Red Drum (Sub-adult),0.195094
StartDepth,0.6667,Sheepshead (Adult),0.168649
StartDepth,0.6667,Sheepshead (Recruit),0.016419
StartDepth,0.6667,Blue Crab (Recruit),0.252328
StartDepth,0.6667,Common Snook (Adult),0.365763
StartDepth,0.6667,Common Snook (Sub-adult),0.006515
StartDepth,0.6667,Spotted Seatrout (Adult),0.063151
StartDepth,0.6667,Spotted Seatrout (Recruit),0.260581
StartDepth,0.6667,Gray Snapper (Recruit),0.028637
StartDepth,0.6667,Gray Snapper (Sub-adult),0.047792
StartDepth,0.6667,Gag Grouper (Sub-adult),0.010465
StartDepth,0.6667,Red Drum (Recruit),0.020835
StartDepth,0.6667,Red Drum (Sub-adult),0.194436
StartDepth,0.6988,Sheepshead (Adult),0.16942
StartDepth,0.6988,Sheepshead (Recruit),0.016387
StartDepth,0.6988,Blue Crab (Recruit),0.252597
StartDepth,0.6988,Common Snook (Adult),0.365524
StartDepth,0.6988,Common Snook (Sub-adult),0.006557
StartDepth,0.6988,Spotted Seatrout (Adult),0.064249
StartDepth,0.6988,Spotted Seatrout (Recruit),0.261555
StartDepth,0.6988,Gray Snapper (Recruit),0.028699
StartDepth,0.6988,Gray Snapper (Sub-adult),0.048495
StartDepth,0.6988,Gag Grouper (Sub-adult),0.010678
StartDepth,0.6988,Red Drum (Recruit),0.020949
StartDepth,0.6988,Red Drum (Sub-adult),0.19374
StartDepth,0.731,Sheepshead (Adult),0.170157
StartDepth,0.731,Sheepshead (Recruit),0.016368
StartDepth,0.731,Blue Crab (Recruit),0.252778
StartDepth,0.731,Common Snook (Adult),0.365216
StartDepth,0.731,Common Snook (Sub-adult),0.006589
StartDepth,0.731,Spotted Seatrout (Adult),0.065365
StartDepth,0.731,Spotted Seatrout (Recruit),0.262478
StartDepth,0.731,Gray Snapper (Recruit),0.028746
StartDepth,0.731,Gray Snapper (Sub-adult),0.049191
StartDepth,0.731,Gag Grouper (Sub-adult),0.010893
StartDepth,0.731,Red Drum (Recruit),0.021068
StartDepth,0.731,Red Drum (Sub-adult),0.192988
StartDepth,0.7631,Sheepshead (Adult),0.170833
StartDepth,0.7631,Sheepshead (Recruit),0.01633
StartDepth,0.7631,Blue Crab (Recruit),0.252931
StartDepth,0.7631,Common Snook (Adult),0.364849
StartDepth,0.7631,Common Snook (Sub-adult),0.00663
StartDepth,0.7631,Spotted Seatrout (Adult),0.066486
StartDepth,0.7631,Spotted Seatrout (Recruit),0.263338
StartDepth,0.7631,Gray Snapper (Recruit),0.028792
StartDepth,0.7631,Gray Snapper (Sub-adult),0.0499
StartDepth,0.7631,Gag Grouper (Sub-adult),0.011113
StartDepth,0.7631,Red Drum (Recruit),0.021182
StartDepth,0.7631,Red Drum (Sub-adult),0.192148
StartDepth,0.7952,Sheepshead (Adult),0.171456
StartDepth,0.7952,Sheepshead (Recruit),0.016296
StartDepth,0.7952,Blue Crab (Recruit),0.253075
StartDepth,0.7952,Common Snook (Adult),0.364479
StartDepth,0.7952,Common Snook (Sub-adult),0.006661
StartDepth,0.7952,Spotted Seatrout (Adult),0.06761
StartDepth,0.7952,Spotted Seatrout (Recruit),0.264123
StartDepth,0.7952,Gray Snapper (Recruit),0.028837
StartDepth,0.7952,Gray Snapper (Sub-adult),0.05063
StartDepth,0.7952,Gag Grouper (Sub-adult),0.011336
StartDepth,0.7952,Red Drum (Recruit),0.021301
StartDepth,0.7952,Red Drum (Sub-adult),0.191207
StartDepth,0.8273,Sheepshead (Adult),0.172016
StartDepth,0.8273,Sheepshead (Recruit),0.016255
StartDepth,0.8273,Blue Crab (Recruit),0.253192
StartDepth,0.8273,Common Snook (Adult),0.363982
StartDepth,0.8273,Common Snook (Sub-adult),0.006694
StartDepth,0.8273,Spotted Seatrout (Adult),0.068794
StartDepth,0.8273,Spotted Seatrout (Recruit),0.264846
StartDepth,0.8273,Gray Snapper (Recruit),0.028875
StartDepth,0.8273,Gray Snapper (Sub-adult),0.051368
StartDepth,0.8273,Gag Grouper (Sub-adult),0.011564
StartDepth,0.8273,Red Drum (Recruit),0.021426
StartDepth,0.8273,Red Drum (Sub-adult),0.190209
StartDepth,0.8594,Sheepshead (Adult),0.172543
StartDepth,0.8594,Sheepshead (Recruit),0.016207
StartDepth,0.8594,Blue Crab (Recruit),0.253323
StartDepth,0.8594,Common Snook (Adult),0.363441
StartDepth,0.8594,Common Snook (Sub-adult),0.006727
StartDepth,0.8594,Spotted Seatrout (Adult),0.069992
StartDepth,0.8594,Spotted Seatrout (Recruit),0.265497
StartDepth,0.8594,Gray Snapper (Recruit),0.02891
StartDepth,0.8594,Gray Snapper (Sub-adult),0.052112
StartDepth,0.8594,Gag Grouper (Sub-adult),0.011794
StartDepth,0.8594,Red Drum (Recruit),0.021547
StartDepth,0.8594,Red Drum (Sub-adult),0.189145
StartDepth,0.8915,Sheepshead (Adult),0.172989
StartDepth,0.8915,Sheepshead (Recruit),0.01617
StartDepth,0.8915,Blue Crab (Recruit),0.253433
StartDepth,0.8915,Common Snook (Adult),0.362756
StartDepth,0.8915,Common Snook (Sub-adult),0.006754
StartDepth,0.8915,Spotted Seatrout (Adult),0.071165
StartDepth,0.8915,Spotted Seatrout (Recruit),0.266138
StartDepth,0.8915,Gray Snapper (Recruit),0.028931
StartDepth,0.8915,Gray Snapper (Sub-adult),0.052844
StartDepth,0.8915,Gag Grouper (Sub-adult),0.012025
StartDepth,0.8915,Red Drum (Recruit),0.021653
StartDepth,0.8915,Red Drum (Sub-adult),0.188011
StartDepth,0.9236,Sheepshead (Adult),0.173373
StartDepth,0.9236,Sheepshead (Recruit),0.016123
StartDepth,0.9236,Blue Crab (Recruit),0.253549
StartDepth,0.9236,Common Snook (Adult),0.362023
StartDepth,0.9236,Common Snook (Sub-adult),0.006777
StartDepth,0.9236,Spotted Seatrout (Adult),0.072352
StartDepth,0.9236,Spotted Seatrout (Recruit),0.266623
StartDepth,0.9236,Gray Snapper (Recruit),0.028943
StartDepth,0.9236,Gray Snapper (Sub-adult),0.053584
StartDepth,0.9236,Gag Grouper (Sub-adult),0.012257
StartDepth,0.9236,Red Drum (Recruit),0.021762
StartDepth,0.9236,Red Drum (Sub-adult),0.186813
StartDepth,0.9558,Sheepshead (Adult),0.173705
StartDepth,0.9558,Sheepshead (Recruit),0.016073
StartDepth,0.9558,Blue Crab (Recruit),0.253682
StartDepth,0.9558,Common Snook (Adult),0.361195
StartDepth,0.9558,Common Snook (Sub-adult),0.006799
StartDepth,0.9558,Spotted Seatrout (Adult),0.073554
StartDepth,0.9558,Spotted Seatrout (Recruit),0.267028
StartDepth,0.9558,Gray Snapper (Recruit),0.028938
StartDepth,0.9558,Gray Snapper (Sub-adult),0.054337
StartDepth,0.9558,Gag Grouper (Sub-adult),0.012495
StartDepth,0.9558,Red Drum (Recruit),0.021868
StartDepth,0.9558,Red Drum (Sub-adult),0.185539
StartDepth,0.9879,Sheepshead (Adult),0.173977
StartDepth,0.9879,Sheepshead (Recruit),0.016033
StartDepth,0.9879,Blue Crab (Recruit),0.253835
StartDepth,0.9879,Common Snook (Adult),0.360335
StartDepth,0.9879,Common Snook (Sub-adult),0.006813
StartDepth,0.9879,Spotted Seatrout (Adult),0.074733
StartDepth,0.9879,Spotted Seatrout (Recruit),0.267426
StartDepth,0.9879,Gray Snapper (Recruit),0.028923
StartDepth,0.9879,Gray Snapper (Sub-adult),0.055088
StartDepth,0.9879,Gag Grouper (Sub-adult),0.012735
StartDepth,0.9879,Red Drum (Recruit),0.021966
StartDepth,0.9879,Red Drum (Sub-adult),0.184214
StartDepth,1.02,Sheepshead (Adult),0.174167
StartDepth,1.02,Sheepshead (Recruit),0.015991
StartDepth,1.02,Blue Crab (Recruit),0.254005
StartDepth,1.02,Common Snook (Adult),0.359376
StartDepth,1.02,Common Snook (Sub-adult),0.006825
StartDepth,1.02,Spotted Seatrout (Adult),0.07596
StartDepth,1.02,Spotted Seatrout (Recruit),0.26781
StartDepth,1.02,Gray Snapper (Recruit),0.028895
StartDepth,1.02,Gray Snapper (Sub-adult),0.05583
StartDepth,1.02,Gag Grouper (Sub-adult),0.012975
StartDepth,1.02,Red Drum (Recruit),0.02207
StartDepth,1.02,Red Drum (Sub-adult),0.182836
StartDepth,1.0521,Sheepshead (Adult),0.174288
StartDepth,1.0521,Sheepshead (Recruit),0.015945
StartDepth,1.0521,Blue Crab (Recruit),0.254208
